filename,class,fill,x,y,width,height
00270.jpg,glass,30,1540.0,350.0,333.0,249.0
00271.jpg,glass,30,1280.0,127.0,288.0,249.0
00271.jpg,glass,30,244.0,99.0,425.0,273.0
00271.jpg,glass,30,425.0,324.0,248.0,203.0
00272.jpg,glass,30,6.0,47.0,471.0,250.0
00272.jpg,glass,30,815.0,59.0,239.0,227.0
00273.jpg,glass,30,1258.0,413.0,259.0,252.0
00273.jpg,glass,30,296.0,375.0,410.0,328.0
00273.jpg,glass,30,457.0,551.0,233.0,228.0
00274.jpg,cup,30,290.0,261.0,289.0,223.0
00274.jpg,cup,30,1583.0,152.0,330.0,286.0
00275.jpg,glass,30,898.0,675.0,189.0,253.0
00275.jpg,glass,30,1113.0,561.0,242.0,291.0
00276.jpg,glass,30,378.0,217.0,380.0,261.0
00276.jpg,glass,30,888.0,692.0,210.0,227.0
00277.jpg,glass,30,572.0,748.0,222.0,239.0
00278.jpg,glass,30,107.0,566.0,430.0,375.0
00278.jpg,glass,30,1516.0,604.0,304.0,273.0
00279.jpg,glass,30,520.0,661.0,291.0,295.0
00279.jpg,glass,30,844.0,802.0,185.0,234.0
00279.jpg,glass,30,1193.0,774.0,227.0,244.0
00280.jpg,glass,30,1369.0,488.0,356.0,378.0
00280.jpg,glass,30,1508.0,766.0,300.0,260.0
00281.jpg,glass,30,912.0,424.0,225.0,316.0
00281.jpg,glass,30,973.0,653.0,209.0,265.0
00282.jpg,glass,30,966.0,654.0,213.0,259.0
00283.jpg,glass,30,807.0,44.0,277.0,227.0
00283.jpg,glass,30,-6.0,65.0,382.0,254.0
00283.jpg,glass,30,1741.0,104.0,194.0,215.0
00284.jpg,glass,30,914.0,416.0,235.0,316.0
00284.jpg,glass,30,968.0,659.0,225.0,261.0
00284.jpg,glass,30,1014.0,841.0,174.0,175.0
00285.jpg,glass,30,1625.0,544.0,274.0,228.0
00285.jpg,glass,30,2.0,526.0,419.0,363.0
00286.jpg,glass,30,1128.0,306.0,327.0,333.0
00286.jpg,glass,30,1566.0,554.0,288.0,248.0
00286.jpg,glass,30,1427.0,819.0,304.0,223.0
00287.jpg,cup,30,231.0,729.0,308.0,273.0
00288.jpg,glass,30,1441.0,810.0,289.0,209.0
00289.jpg,glass,30,840.0,300.0,240.0,268.0
00289.jpg,glass,30,1680.0,332.0,264.0,241.0
00289.jpg,glass,30,-22.0,378.0,443.0,314.0
00290.jpg,glass,30,841.0,635.0,255.0,268.0
00290.jpg,glass,30,-22.0,658.0,459.0,376.0
00290.jpg,glass,30,1570.0,699.0,277.0,274.0
00292.jpg,glass,30,177.0,883.0,265.0,147.0
00293.jpg,glass,30,110.0,710.0,316.0,280.0
00293.jpg,glass,30,859.0,717.0,224.0,272.0
00294.jpg,glass,30,92.0,543.0,330.0,265.0
00294.jpg,glass,30,868.0,555.0,216.0,236.0
00295.jpg,glass,30,60.0,423.0,342.0,240.0
00295.jpg,glass,30,889.0,375.0,236.0,218.0
00296.jpg,glass,30,-4.0,97.0,360.0,246.0
00296.jpg,glass,30,837.0,73.0,229.0,231.0
00297.jpg,glass,30,-5.0,99.0,367.0,222.0
00298.jpg,cup,30,285.0,271.0,318.0,224.0
00298.jpg,cup,30,256.0,731.0,276.0,270.0
00298.jpg,glass,30,733.0,8.0,312.0,282.0
00298.jpg,cup,30,1587.0,145.0,330.0,300.0
00299.jpg,glass,30,348.0,97.0,265.0,225.0
00299.jpg,glass,30,750.0,13.0,298.0,316.0
00300.jpg,glass,30,404.0,376.0,252.0,237.0
00300.jpg,glass,30,1340.0,325.0,270.0,255.0
00301.jpg,glass,30,503.0,862.0,212.0,163.0
00302.jpg,glass,30,1331.0,324.0,290.0,259.0
00303.jpg,glass,30,433.0,692.0,260.0,237.0
00303.jpg,glass,30,822.0,647.0,272.0,393.0
00303.jpg,glass,30,1305.0,735.0,283.0,300.0
00304.jpg,cup,30,294.0,258.0,306.0,242.0
00304.jpg,cup,30,245.0,725.0,289.0,282.0
00304.jpg,glass,30,741.0,8.0,291.0,286.0
00304.jpg,cup,30,1580.0,146.0,338.0,291.0
00305.jpg,cup,30,1378.0,269.0,288.0,342.0
00305.jpg,glass,30,1287.0,665.0,388.0,366.0
00306.jpg,cup,0,934.0,189.0,237.0,298.0
00306.jpg,cup,0,1504.0,270.0,354.0,268.0
00307.jpg,cup,0,893.0,821.0,217.0,221.0
00307.jpg,cup,0,1413.0,831.0,351.0,218.0
00308.jpg,glass,0,-22.0,801.0,271.0,239.0
00309.jpg,glass,0,1237.0,458.0,231.0,225.0
00310.jpg,glass,0,1379.0,646.0,398.0,404.0
00311.jpg,cup,0,283.0,404.0,301.0,291.0
00311.jpg,glass,0,737.0,403.0,237.0,219.0
00311.jpg,cup,30,521.0,791.0,249.0,250.0
00311.jpg,cup,0,1433.0,671.0,292.0,331.0
00312.jpg,glass,0,467.0,755.0,259.0,246.0
00312.jpg,glass,0,1535.0,183.0,382.0,285.0
00313.jpg,cup,30,394.0,303.0,284.0,282.0
00313.jpg,cup,30,821.0,309.0,288.0,277.0
00314.jpg,glass,0,-5.0,797.0,264.0,237.0
00314.jpg,cup,0,1326.0,779.0,273.0,260.0
00315.jpg,cup,30,524.0,763.0,225.0,280.0
00315.jpg,cup,30,775.0,804.0,314.0,228.0
00315.jpg,cup,30,1222.0,811.0,252.0,246.0
00316.jpg,glass,0,1545.0,161.0,374.0,300.0
00317.jpg,cup,30,304.0,835.0,277.0,221.0
00317.jpg,cup,30,855.0,859.0,256.0,199.0
00318.jpg,glass,0,280.0,344.0,303.0,249.0
00318.jpg,glass,0,490.0,759.0,205.0,246.0
00318.jpg,cup,0,1288.0,455.0,237.0,328.0
00318.jpg,cup,0,1451.0,798.0,278.0,254.0
00318.jpg,glass,0,1544.0,188.0,422.0,272.0
00319.jpg,cup,30,204.0,431.0,310.0,291.0
00319.jpg,cup,30,881.0,418.0,274.0,244.0
00319.jpg,cup,30,1388.0,469.0,369.0,261.0
00320.jpg,glass,0,491.0,754.0,212.0,242.0
00320.jpg,cup,0,1291.0,455.0,228.0,344.0
00320.jpg,glass,0,1538.0,187.0,390.0,304.0
00320.jpg,cup,0,1441.0,795.0,285.0,252.0
00321.jpg,cup,30,1270.0,796.0,266.0,248.0
00322.jpg,glass,0,641.0,535.0,278.0,272.0
00322.jpg,cup,0,1228.0,560.0,221.0,250.0
00322.jpg,glass,0,1535.0,179.0,380.0,290.0
00323.jpg,cup,0,829.0,352.0,222.0,274.0
00323.jpg,glass,0,1632.0,454.0,324.0,264.0
00324.jpg,glass,0,660.0,533.0,246.0,283.0
00324.jpg,cup,0,1236.0,573.0,234.0,231.0
00324.jpg,cup,0,1292.0,803.0,280.0,223.0
00324.jpg,glass,0,1536.0,175.0,406.0,297.0
00326.jpg,glass,0,204.0,413.0,309.0,256.0
00326.jpg,glass,0,1552.0,179.0,373.0,300.0
00326.jpg,cup,0,1250.0,553.0,213.0,260.0
00326.jpg,cup,0,1288.0,793.0,272.0,256.0
00327.jpg,glass,0,277.0,838.0,304.0,204.0
00327.jpg,glass,0,785.0,819.0,231.0,225.0
00328.jpg,glass,0,575.0,837.0,215.0,223.0
00330.jpg,glass,0,410.0,189.0,264.0,204.0
00330.jpg,glass,0,176.0,481.0,280.0,271.0
00330.jpg,cup,0,1103.0,796.0,215.0,198.0
00330.jpg,glass,0,1535.0,187.0,405.0,285.0
00331.jpg,cup,0,271.0,816.0,267.0,217.0
00331.jpg,glass,0,1159.0,445.0,241.0,261.0
00332.jpg,cup,0,286.0,521.0,285.0,330.0
00332.jpg,cup,30,930.0,652.0,264.0,241.0
00333.jpg,cup,0,946.0,514.0,212.0,280.0
00333.jpg,cup,0,1490.0,588.0,332.0,285.0
00334.jpg,cup,30,872.0,700.0,234.0,262.0
00334.jpg,cup,30,1430.0,669.0,277.0,325.0
00335.jpg,glass,0,553.0,342.0,312.0,284.0
00336.jpg,cup,0,277.0,530.0,291.0,319.0
00336.jpg,cup,30,629.0,264.0,278.0,253.0
00336.jpg,cup,0,1379.0,726.0,272.0,297.0
00337.jpg,cup,30,223.0,332.0,266.0,254.0
00337.jpg,cup,0,986.0,255.0,272.0,320.0
00338.jpg,cup,30,222.0,334.0,271.0,247.0
00338.jpg,cup,0,979.0,258.0,266.0,315.0
00338.jpg,cup,0,804.0,778.0,249.0,277.0
00339.jpg,cup,30,415.0,737.0,234.0,273.0
00339.jpg,cup,30,844.0,699.0,276.0,283.0
00339.jpg,cup,30,1413.0,664.0,285.0,336.0
00340.jpg,cup,30,221.0,331.0,277.0,252.0
00340.jpg,cup,0,599.0,744.0,259.0,284.0
00340.jpg,cup,0,986.0,254.0,258.0,321.0
00341.jpg,cup,30,228.0,327.0,249.0,254.0
00341.jpg,cup,0,562.0,761.0,312.0,283.0
00341.jpg,cup,0,990.0,261.0,260.0,326.0
00342.jpg,cup,0,561.0,768.0,301.0,277.0
00342.jpg,cup,0,1432.0,409.0,294.0,320.0
00343.jpg,glass,0,1231.0,784.0,212.0,253.0
00344.jpg,glass,0,562.0,448.0,229.0,239.0
00345.jpg,cup,30,349.0,529.0,243.0,278.0
00345.jpg,cup,0,841.0,527.0,268.0,243.0
00345.jpg,cup,0,1429.0,405.0,290.0,339.0
00346.jpg,cup,30,352.0,533.0,250.0,278.0
00346.jpg,cup,0,813.0,525.0,296.0,259.0
00346.jpg,cup,0,1426.0,403.0,294.0,333.0
00347.jpg,cup,30,839.0,692.0,277.0,270.0
00347.jpg,cup,30,1533.0,721.0,316.0,276.0
00348.jpg,cup,0,292.0,410.0,288.0,286.0
00348.jpg,glass,0,750.0,404.0,209.0,212.0
00348.jpg,cup,30,1003.0,785.0,228.0,224.0
00348.jpg,cup,0,1429.0,405.0,292.0,334.0
00349.jpg,cup,30,276.0,648.0,241.0,259.0
00349.jpg,cup,30,855.0,690.0,261.0,276.0
00349.jpg,cup,30,1529.0,718.0,328.0,289.0
00350.jpg,cup,30,397.0,55.0,258.0,294.0
00351.jpg,cup,30,591.0,495.0,229.0,255.0
00351.jpg,cup,30,617.0,840.0,235.0,200.0
00352.jpg,cup,30,421.0,308.0,252.0,284.0
00352.jpg,cup,30,815.0,315.0,288.0,272.0
00352.jpg,cup,30,1230.0,357.0,270.0,324.0
00353.jpg,cup,30,1529.0,161.0,304.0,328.0
00353.jpg,cup,30,1536.0,502.0,256.0,274.0
00355.jpg,glass,0,570.0,828.0,201.0,221.0
00356.jpg,glass,0,992.0,556.0,212.0,236.0
00357.jpg,cup,30,563.0,500.0,273.0,260.0
00357.jpg,cup,30,618.0,838.0,230.0,213.0
00358.jpg,cup,30,1510.0,155.0,332.0,327.0
00358.jpg,cup,30,1545.0,496.0,239.0,288.0
00358.jpg,cup,30,1385.0,865.0,336.0,181.0
00359.jpg,cup,30,612.0,586.0,255.0,288.0
00359.jpg,cup,30,1039.0,544.0,203.0,213.0
00360.jpg,cup,30,612.0,582.0,249.0,297.0
00360.jpg,cup,30,1045.0,525.0,222.0,225.0
00360.jpg,cup,30,1508.0,141.0,348.0,343.0
00361.jpg,cup,30,1110.0,576.0,292.0,246.0
00362.jpg,cup,30,219.0,581.0,313.0,294.0
00362.jpg,cup,30,871.0,604.0,270.0,230.0
00363.jpg,cup,30,756.0,398.0,322.0,283.0
00363.jpg,cup,30,1437.0,427.0,324.0,249.0
00364.jpg,cup,30,235.0,223.0,325.0,338.0
00364.jpg,cup,30,1497.0,182.0,386.0,288.0
00365.jpg,cup,30,246.0,240.0,343.0,264.0
00365.jpg,cup,30,1443.0,291.0,346.0,228.0
00366.jpg,cup,30,194.0,110.0,364.0,278.0
00366.jpg,cup,30,745.0,2.0,349.0,274.0
00366.jpg,cup,30,1536.0,83.0,314.0,246.0
00367.jpg,glass,0,524.0,490.0,254.0,203.0
00368.jpg,glass,0,2.0,792.0,268.0,248.0
00369.jpg,cup,30,753.0,410.0,348.0,256.0
00369.jpg,cup,30,1460.0,422.0,304.0,248.0
00370.jpg,cup,30,494.0,632.0,310.0,247.0
00370.jpg,cup,30,808.0,609.0,298.0,274.0
00370.jpg,cup,30,1107.0,581.0,279.0,256.0
00372.jpg,cup,30,502.0,491.0,313.0,283.0
00372.jpg,cup,30,198.0,803.0,322.0,259.0
00373.jpg,cup,0,227.0,518.0,352.0,266.0
00373.jpg,cup,0,1504.0,491.0,284.0,247.0
